rank,finalWorth,personName,age,country,source,industries,countryOfCitizenship,organization,selfMade,gender,title,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age with Median,Age with Median (bins),Age Numerical,Age Numerical (bins),Age Bins
1027,2900,Alexey Repik,43,Russia,Pharmaceuticals,Healthcare,Russia,Unknown,TRUE,MALE,,1979,8,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,43,40,43,40,More than 21
1067,2800,Choo Chong Ngen,69,Singapore,Hotels,Real Estate,Singapore,Unknown,TRUE,MALE,,1953,4,21,114.41,0.6,3.72063E+11,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836,69,65,69,65,More than 21
1067,2800,Dmitry Mazepin,54,Russia,Chemicals,Manufacturing,Russia,Unknown,TRUE,MALE,,1968,4,18,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,54,50,54,50,More than 21
1067,2800,Najib Mikati,67,Lebanon,Telecom,Telecom,Lebanon,Unknown,TRUE,MALE,,1955,11,24,130.02,3,53367042272,26.3,95.1,78.9,15.3,32.2,6855713,33.854721,35.862285,67,65,67,65,More than 21
1067,2800,Chenghai Ye & family,79,Hong Kong,Pharmaceuticals,Healthcare,Hong Kong,Unknown,TRUE,MALE,,1943,8,15,,,,,,,,,,,,79,75,79,75,More than 21
1104,2700,Andrei Bokarev,56,Russia,"Metals, mining",Manufacturing,Russia,Unknown,TRUE,MALE,,1966,10,23,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,56,55,56,55,More than 21
1104,2700,Jack Cowin,80,Australia,Fast food,Food & Beverage,Australia,Unknown,TRUE,MALE,,1942,7,13,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,80,80,80,80,More than 21
1104,2700,N. Murray Edwards,63,United Kingdom,Oil & gas,Energy,Canada,Unknown,TRUE,MALE,,1959,12,10,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,63,60,63,60,More than 21
1104,2700,Alexander Frolov,58,Russia,"Mining, steel",Metals & Mining,Russia,Unknown,TRUE,MALE,,1964,5,17,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,58,55,58,55,More than 21
1104,2700,Samvel Karapetyan,57,Russia,Real estate,Construction & Engineering,Russia,Unknown,TRUE,MALE,,1965,8,18,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,57,55,57,55,More than 21
1104,2700,Hans Langer,71,Germany,3D printing,Manufacturing,Germany,Unknown,TRUE,MALE,,1952,1,18,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,71,70,71,70,More than 21
1104,2700,Patrice Motsepe,61,South Africa,Mining,Metals & Mining,South Africa,Unknown,TRUE,MALE,,1962,1,28,158.93,4.1,3.51432E+11,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,61,60,61,60,More than 21
1104,2700,Denis O'Brien,64,Ireland,Telecom,Telecom,Ireland,Unknown,TRUE,MALE,,1958,4,17,,,,,,,,,,,,64,60,64,60,More than 21
1104,2700,Alexander Skorobogatko,55,Russia,"Real estate, airport",Logistics,Russia,Unknown,TRUE,MALE,,1967,9,25,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,55,55,55,55,More than 21
1104,2700,Wong Man Li,58,Hong Kong,Furniture,Manufacturing,Hong Kong,Unknown,TRUE,MALE,,1965,2,12,,,,,,,,,,,,58,55,58,55,More than 21
1164,2600,Fernando Chico Pardo,71,Mexico,Airport management,Service,Mexico,Unknown,TRUE,MALE,,1952,2,15,141.54,3.6,1.25829E+12,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784,71,70,71,70,More than 21
1164,2600,Dmitry Kamenshchik,54,Russia,Airport,Service,Russia,Unknown,TRUE,MALE,,1968,4,26,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,54,50,54,50,More than 21
1164,2600,Mark Leonard & family,66,Canada,Software,Technology,Canada,Unknown,TRUE,MALE,,1956,5,6,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,66,65,66,65,More than 21
1164,2600,Sergio Mantegazza,95,Switzerland,Travel,Service,Switzerland,Unknown,TRUE,MALE,,1927,10,31,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,95,95,95,95,More than 21
1164,2600,Alexander Ponomarenko,58,Russia,"Real estate, airport",Logistics,Russia,Unknown,TRUE,MALE,,1964,10,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,58,55,58,55,More than 21
1217,2500,Thor Bjorgolfsson,56,United Kingdom,Investments,Diversified,Iceland,Unknown,TRUE,MALE,,1967,3,19,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,56,55,56,55,More than 21
1217,2500,Oleg Deripaska,55,Russia,"Aluminum, utilities",Metals & Mining,Russia,Unknown,TRUE,MALE,,1968,1,2,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,55,55,55,55,More than 21
1217,2500,Sergey Dmitriev,57,Cyprus,Software,Technology,Cyprus,Unknown,TRUE,MALE,,1966,3,11,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,57,55,57,55,More than 21
1217,2500,Wolfgang Leitner,70,Austria,Engineering,Construction & Engineering,Austria,Unknown,TRUE,MALE,,1953,3,27,118.06,1.5,4.46315E+11,85.1,103.1,81.6,25.4,51.4,8877067,47.516231,14.550072,70,70,70,70,More than 21
1217,2500,Peter Unger,78,Germany,Auto repair,Automotive,Germany,Unknown,TRUE,MALE,,1944,8,20,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,78,75,78,75,More than 21
1272,2400,Koos Bekker,70,South Africa,"Media, investments",Media & Entertainment,South Africa,Unknown,TRUE,MALE,,1952,12,14,158.93,4.1,3.51432E+11,22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506,70,70,70,70,More than 21
1272,2400,Bernard Fraisse & family,66,France,Pharmaceuticals,Healthcare,France,Unknown,TRUE,MALE,,1956,8,10,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,66,65,66,65,More than 21
1272,2400,Paul Gauselmann & family,88,Germany,Gambling,Gambling & Casinos,Germany,Unknown,TRUE,MALE,,1934,8,26,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,88,85,88,85,More than 21
1272,2400,Tor Peterson,58,Switzerland,Commodities,Metals & Mining,United States,Unknown,TRUE,MALE,,1964,8,7,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,58,55,58,55,More than 21
1272,2400,Arnout Schuijff,55,Netherlands,Payments software,Technology,Netherlands,Unknown,TRUE,MALE,,1967,10,16,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,55,55,55,55,More than 21
1272,2400,Lucio Tan,88,Philippines,Diversified,Diversified,Philippines,Unknown,TRUE,MALE,,1934,7,17,129.61,2.5,3.76796E+11,35.5,107.5,71.1,14,43.1,108116615,12.879721,121.774017,88,85,88,85,More than 21
1272,2400,Tsai Ming-kai,72,Taiwan,Semiconductors,Technology,Taiwan,Unknown,TRUE,MALE,,1950,4,6,,,,,,,,,,,,72,70,72,70,More than 21
1312,2300,Morris Chang,91,Taiwan,Semiconductors,Technology,Taiwan,Unknown,TRUE,MALE,,1931,7,10,,,,,,,,,,,,91,90,91,90,More than 21
1312,2300,Chao Teng-hsiung,78,Taiwan,Real estate,Real Estate,Taiwan,Unknown,TRUE,MALE,,1944,10,4,,,,,,,,,,,,78,75,78,75,More than 21
1312,2300,Erman Ilicak,55,Turkey,Construction,Construction & Engineering,Turkey,Unknown,TRUE,MALE,,1967,10,3,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,55,55,55,55,More than 21
1312,2300,Lam Kong,58,Hong Kong,Pharmaceuticals,Healthcare,China,Unknown,TRUE,MALE,,1964,6,15,,,,,,,,,,,,58,55,58,55,More than 21
1312,2300,Vadim Moshkovich,55,Russia,"Agriculture, land",Food & Beverage,Russia,Unknown,TRUE,MALE,,1967,4,6,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,55,55,55,55,More than 21
1312,2300,Lang Walker,77,Australia,Real estate,Real Estate,Australia,Unknown,TRUE,MALE,,1945,7,5,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,77,75,77,75,More than 21
1312,2300,Paul-Heinz Wesjohann & family,79,Germany,Chicken processing,Food & Beverage,Germany,Unknown,TRUE,MALE,,1943,5,25,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,79,75,79,75,More than 21
1368,2200,Albert Avdolyan,52,Russia,"Oil, mining",Energy,Russia,Unknown,TRUE,MALE,,1970,11,8,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,52,50,52,50,More than 21
1368,2200,Sezai Bacaksiz,73,Turkey,Diversified,Diversified,Turkey,Unknown,TRUE,MALE,,1949,7,27,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,73,70,73,70,More than 21
1368,2200,Brett Blundy,63,Bahamas,"Retail, agribusiness",Fashion & Retail,Australia,Unknown,TRUE,MALE,,1960,1,17,,,,,,,,,,,,63,60,63,60,More than 21
1368,2200,Hans-Werner Hector,83,Germany,SAP,Technology,Germany,Unknown,TRUE,MALE,,1940,1,17,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,83,80,83,80,More than 21
1368,2200,Lutz Mario Helmig & family,76,Germany,Hospitals,Healthcare,Germany,Unknown,TRUE,MALE,,1946,8,29,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,76,75,76,75,More than 21
1368,2200,Solomon Lew,78,Australia,Retail,Fashion & Retail,Australia,Unknown,TRUE,MALE,,1945,3,22,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,78,75,78,75,More than 21
1368,2200,Katsumi Tada,77,Japan,Real estate,Real Estate,Japan,Unknown,TRUE,MALE,,1945,7,12,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,77,75,77,75,More than 21
1434,2100,Alex Beard,55,United Kingdom,"Mining, commodities",Metals & Mining,United Kingdom,Unknown,TRUE,MALE,,1967,8,3,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,55,55,55,55,More than 21
1434,2100,Bruce Cheng,86,Taiwan,Electronics,Technology,Taiwan,Unknown,TRUE,MALE,,1936,11,3,,,,,,,,,,,,86,85,86,85,More than 21
1434,2100,Daniel Chiu,62,Hong Kong,Oil & gas,Energy,Hong Kong,Unknown,TRUE,MALE,,1960,11,30,,,,,,,,,,,,62,60,62,60,More than 21
1434,2100,Domenico Dolce,64,Italy,Luxury goods,Fashion & Retail,Italy,Unknown,TRUE,MALE,,1958,8,13,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,64,60,64,60,More than 21
1434,2100,Ralph Dommermuth,59,Germany,Internet service provider,Technology,Germany,Unknown,TRUE,MALE,,1963,11,19,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,59,55,59,55,More than 21
1434,2100,Georgi Domuschiev,50,United Kingdom,"Animal health, investments",Diversified,Bulgaria,Unknown,TRUE,MALE,,1972,8,6,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,50,50,50,50,More than 21
1434,2100,Kiril Domuschiev,53,United Kingdom,"Animal health, investments",Diversified,Bulgaria,Unknown,TRUE,MALE,,1969,4,18,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,53,50,53,50,More than 21
1434,2100,Bob Ell,78,Australia,Real estate,Real Estate,Australia,Unknown,TRUE,MALE,,1944,12,22,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,78,75,78,75,More than 21
1434,2100,Stefano Gabbana,60,Italy,Luxury goods,Fashion & Retail,Italy,Unknown,TRUE,MALE,,1962,11,14,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,60,60,60,60,More than 21
1434,2100,Stein Erik Hagen,66,Norway,Consumer goods,Fashion & Retail,Norway,Unknown,TRUE,MALE,,1956,7,22,120.27,2.2,4.03336E+11,82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946,66,65,66,65,More than 21
1434,2100,Eugene Kaspersky,57,Russia,Software,Technology,Russia,Unknown,TRUE,MALE,,1965,10,4,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,57,55,57,55,More than 21
1434,2100,Artem Khachatryan,48,Cyprus,Retail,Fashion & Retail,Russia,Unknown,TRUE,MALE,,1975,1,3,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,48,45,48,45,More than 21
1434,2100,Andrei Krivenko,47,Russia,Retail,Food & Beverage,Russia,Unknown,TRUE,MALE,,1975,7,25,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,47,45,47,45,More than 21
1434,2100,Sergey Lomakin,49,Cyprus,Retail,Fashion & Retail,Russia,Unknown,TRUE,MALE,,1973,5,23,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,49,45,49,45,More than 21
1434,2100,Eugene Murtagh,80,Ireland,Building materials,Manufacturing,Ireland,Unknown,TRUE,MALE,,1942,6,23,,,,,,,,,,,,80,80,80,80,More than 21
1434,2100,Florentino Perez,76,Spain,Construction,Construction & Engineering,Spain,Unknown,TRUE,MALE,,1947,3,8,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,76,75,76,75,More than 21
1434,2100,Victor Pinchuk,62,Ukraine,"Steel pipes, diversified",Metals & Mining,Ukraine,Unknown,TRUE,MALE,,1960,12,14,281.66,7.9,1.53781E+11,82.7,99,71.6,20.1,45.2,44385155,48.379433,31.16558,62,60,62,60,More than 21
1434,2100,Torsten Toeller,56,Germany,Pet food,Fashion & Retail,Germany,Unknown,TRUE,MALE,,1966,4,6,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,56,55,56,55,More than 21
1434,2100,Wei Yin-Chun,66,Taiwan,"Food, beverages",Food & Beverage,Taiwan,Unknown,TRUE,MALE,,1957,3,8,,,,,,,,,,,,66,65,66,65,More than 21
1434,2100,Wei Ying-Chiao,68,Taiwan,"Food, beverages",Food & Beverage,Taiwan,Unknown,TRUE,MALE,,1955,2,4,,,,,,,,,,,,68,65,68,65,More than 21
1516,2000,Mohamed Al Fayed,94,United Kingdom,"Retail, investments",Fashion & Retail,Egypt,Unknown,TRUE,MALE,,1929,1,27,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,94,90,94,90,More than 21
1516,2000,Andrey Andreev,49,United Kingdom,Online dating,Technology,United Kingdom,Unknown,TRUE,MALE,,1974,2,3,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,49,45,49,45,More than 21
1516,2000,Pavel Baudis,62,Czech Republic,Software,Technology,Czech Republic,Unknown,TRUE,MALE,,1960,5,15,116.48,2.8,2.46489E+11,64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962,62,60,62,60,More than 21
1516,2000,Wilhelm Beier & family,66,Germany,Pharmaceuticals,Healthcare,Germany,Unknown,TRUE,MALE,,1956,4,21,112.85,1.4,3.84563E+12,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526,66,65,66,65,More than 21
1516,2000,Shlomo Kramer,57,Israel,"Software, investments",Technology,Israel,Unknown,TRUE,MALE,,1966,3,14,108.15,0.8,3.95099E+11,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,57,55,57,55,More than 21
1516,2000,Heikki Kyostila,77,Finland,Dental products,Healthcare,Finland,Unknown,TRUE,MALE,,1946,1,19,112.33,1,2.68761E+11,88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,77,75,77,75,More than 21
1516,2000,Bill Malhotra,73,Canada,Real estate,Real Estate,Canada,Unknown,TRUE,MALE,,1949,9,8,116.76,1.9,1.73643E+12,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,73,70,73,70,More than 21
1516,2000,Clive Palmer,69,Australia,Mining,Metals & Mining,Australia,Unknown,TRUE,MALE,,1954,3,26,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,69,65,69,65,More than 21
1516,2000,Zygmunt Solorz-Zak,66,Poland,TV broadcasting,Media & Entertainment,Poland,Unknown,TRUE,MALE,,1956,8,4,114.11,2.2,5.92164E+11,67.8,100,77.6,17.4,40.8,37970874,51.919438,19.145136,66,65,66,65,More than 21
1516,2000,Otto Toto Sugiri,69,Indonesia,Data centers,Technology,Indonesia,Unknown,TRUE,MALE,,1953,9,23,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,69,65,69,65,More than 21
1516,2000,Ales Zavoral,46,,E-commerce,Fashion & Retail,Czech Republic,Unknown,TRUE,MALE,,1976,10,24,,,,,,,,,,,,46,45,46,45,More than 21
1575,1900,Mika Anttonen,56,Finland,Oil & gas,Energy,Finland,Unknown,TRUE,MALE,,1966,12,18,112.33,1,2.68761E+11,88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151,56,55,56,55,More than 21
1575,1900,Nikolai Buinov,55,Russia,"Oil, gas",Energy,Russia,Unknown,TRUE,MALE,,1967,7,9,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,55,55,55,55,More than 21
1575,1900,Eduardo Eurnekian,90,Argentina,"Airports, investments",Diversified,Argentina,Unknown,TRUE,MALE,,1932,12,4,232.75,53.5,4.49663E+11,90,109.7,76.5,10.1,106.3,44938712,-38.416097,-63.616672,90,90,90,90,More than 21
1575,1900,Strive Masiyiwa,62,United Kingdom,Telecom,Telecom,Zimbabwe,Unknown,TRUE,MALE,,1961,1,29,119.62,1.7,2.82711E+12,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,62,60,62,60,More than 21
1575,1900,Robert Miller,89,Hong Kong,Retail,Fashion & Retail,United Kingdom,Unknown,TRUE,MALE,,1933,5,23,,,,,,,,,,,,89,85,89,85,More than 21
1575,1900,Masateru Uno & family,76,Japan,Drugstores,Fashion & Retail,Japan,Unknown,TRUE,MALE,,1947,2,6,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,76,75,76,75,More than 21
1647,1800,Cameron Adams,43,Australia,Software,Technology,Australia,Unknown,TRUE,MALE,,1979,12,26,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,43,40,43,40,More than 21
1647,1800,Masaaki Arai,57,Japan,Home sales,Real Estate,Japan,Unknown,TRUE,MALE,,1965,10,29,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,57,55,57,55,More than 21
1647,1800,John de Mol,68,Netherlands,TV programs,Media & Entertainment,Netherlands,Unknown,TRUE,MALE,,1955,3,24,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,68,65,68,65,More than 21
1647,1800,Valentin Kipyatkov,46,Cyprus,Software,Technology,Cyprus,Unknown,TRUE,MALE,,1976,6,5,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,46,45,46,45,More than 21
1647,1800,David Mindus,51,Sweden,Real estate,Real Estate,Sweden,Unknown,TRUE,MALE,,1972,1,26,110.51,1.8,5.30833E+11,67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501,51,50,51,50,More than 21
1647,1800,Adriaan Mol,39,Netherlands,Fintech,Technology,Netherlands,Unknown,TRUE,MALE,,1984,3,14,115.91,2.6,9.0907E+11,85,104.2,81.8,23,41.2,17332850,52.132633,5.291266,39,35,39,35,More than 21
1647,1800,Nihat Ozdemir,72,Turkey,Diversified,Diversified,Turkey,Unknown,TRUE,MALE,,1950,4,5,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,72,70,72,70,More than 21
1647,1800,Anatoly Sedykh,58,Russia,Steel pipes,Metals & Mining,Russia,Unknown,TRUE,MALE,,1964,11,28,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,58,55,58,55,More than 21
1647,1800,Bambang Sutantio,64,Indonesia,Dairy & consumer products,Food & Beverage,Indonesia,Unknown,TRUE,MALE,,1958,12,26,151.18,3,1.11919E+12,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,64,60,64,60,More than 21
1647,1800,Jim Thompson,83,Hong Kong,Logistics,Logistics,United States,Unknown,TRUE,MALE,,1940,1,14,,,,,,,,,,,,83,80,83,80,More than 21
1647,1800,Yoshiaki Yoshida,82,Japan,Cosmetics,Fashion & Retail,Japan,Unknown,TRUE,MALE,,1941,1,31,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,82,80,82,80,More than 21
1725,1700,Giovanni Arvedi,85,Italy,Steel,Metals & Mining,Italy,Unknown,TRUE,MALE,,1937,8,28,110.62,0.6,2.00124E+12,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,85,85,85,85,More than 21
1725,1700,Bang Si-hyuk,50,South Korea,Entertainment,Media & Entertainment,South Korea,Unknown,TRUE,MALE,,1972,8,9,115.16,0.4,2.029E+12,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922,50,50,50,50,More than 21
1725,1700,Yasuhiro Fukushima,75,Japan,Video games,Media & Entertainment,Japan,Unknown,TRUE,MALE,,1947,8,18,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,75,75,75,75,More than 21
1725,1700,Alexandre Grendene Bartelle,73,Brazil,Shoes,Fashion & Retail,Brazil,Unknown,TRUE,MALE,,1950,1,23,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,73,70,73,70,More than 21
1725,1700,Gerry Harvey,83,Australia,Retail,Fashion & Retail,Australia,Unknown,TRUE,MALE,,1939,9,18,119.8,1.6,1.39268E+12,113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136,83,80,83,80,More than 21
1725,1700,William Heinecke,73,Thailand,Hotels,Real Estate,Thailand,Unknown,TRUE,MALE,,1949,6,4,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,73,70,73,70,More than 21
1725,1700,Keeree Kanjanapas,72,Thailand,Transportation,Real Estate,Thailand,Unknown,TRUE,MALE,,1950,10,18,113.27,0.7,5.4365E+11,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,72,70,72,70,More than 21
1725,1700,Mustafa Kucuk,59,Turkey,Fashion retail,Fashion & Retail,Turkey,Unknown,TRUE,MALE,,1963,6,3,234.44,15.2,7.54412E+11,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322,59,55,59,55,More than 21
1725,1700,Yusaku Maezawa,47,Japan,Online retail,Technology,Japan,Unknown,TRUE,MALE,,1975,11,22,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,47,45,47,45,More than 21
1725,1700,Ilson Mateus & family,60,Brazil,Supermarkets,Fashion & Retail,Brazil,Unknown,TRUE,MALE,,1963,2,6,167.4,3.7,1.83976E+12,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,60,60,60,60,More than 21
1725,1700,Alberto Palatchi,73,Spain,Wedding dresses,Fashion & Retail,Spain,Unknown,TRUE,MALE,,1949,6,26,110.96,0.7,1.39412E+12,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922,73,70,73,70,More than 21
1725,1700,Dragos Paval,56,Romania,Retail,Fashion & Retail,Romania,Unknown,TRUE,MALE,,1966,6,22,123.78,3.8,2.50077E+11,49.4,85.2,75.4,14.6,20,19356544,45.943161,24.96676,56,55,56,55,More than 21
1725,1700,Dmitry Pumpyansky,59,Russia,Steel pipes,Metals & Mining,Russia,Unknown,TRUE,MALE,,1964,3,22,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,59,55,59,55,More than 21
1725,1700,Ivan Savvidis & family,64,Russia,Agribusiness,Diversified,Russia,Unknown,TRUE,MALE,,1959,3,27,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,64,60,64,60,More than 21
1725,1700,Keiichi Shibahara,58,Japan,Healthcare,Healthcare,Japan,Unknown,TRUE,MALE,,1964,10,9,105.48,0.5,5.08177E+12,63.2,98.8,84.2,11.9,46.7,126226568,36.204824,138.252924,58,55,58,55,More than 21
1725,1700,Vladimir Yevtushenkov,74,Russia,"Telecom, investments",Telecom,Russia,Unknown,TRUE,MALE,,1948,9,25,180.75,4.5,1.69988E+12,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,74,70,74,70,More than 21
1804,1600,Syed Mokhtar AlBukhary,71,Malaysia,"Engineering, automotive",Construction & Engineering,Malaysia,Unknown,TRUE,MALE,,1951,12,12,121.46,0.7,3.64702E+11,45.1,105.3,76,12,38.7,32447385,4.210484,101.975766,71,70,71,70,More than 21
1804,1600,Vasily Anisimov,71,Switzerland,Real estate,Metals & Mining,Russia,Unknown,TRUE,MALE,,1951,9,19,99.55,0.4,7.03082E+11,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,71,70,71,70,More than 21
1804,1600,Chen Yung-tai,87,Taiwan,Real estate,Real Estate,Taiwan,Unknown,TRUE,MALE,,1936,1,20,,,,,,,,,,,,87,85,87,85,More than 21
1804,1600,Ivan Chrenko,55,Slovakia,Real estate,Real Estate,Slovakia,Unknown,TRUE,MALE,,1967,6,27,115.34,2.7,1.05422E+11,46.6,98.7,77.2,18.7,49.7,5454073,48.669026,19.699024,55,55,55,55,More than 21
1804,1600,Norbert Dentressangle,68,France,"Transport, logistics",Logistics,France,Unknown,TRUE,MALE,,1954,7,9,110.05,1.1,2.71552E+12,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749,68,65,68,65,More than 21
