rank,finalWorth,personName,age,country,source,industries,countryOfCitizenship,organization,selfMade,gender,title,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age with Median,Age with Median (bins),Age Numerical,Age Numerical (bins),Age Bins
949,3100,Sheldon Lavin,90,United States,Meat processing,Food & Beverage,United States,Unknown,TRUE,MALE,,1932,6,17,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,90,90,90,90,More than 21
949,3100,Frank VanderSloot,74,United States,"Nutrition, wellness products",Fashion & Retail,United States,Unknown,TRUE,MALE,,1948,8,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,74,70,74,70,More than 21
982,3000,George Bishop,85,United States,Oil & gas,Energy,United States,Unknown,TRUE,MALE,,1937,10,6,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,85,85,85,85,More than 21
982,3000,Norman Braman,90,United States,"Art, car dealerships",Automotive,United States,Unknown,TRUE,MALE,,1932,8,22,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,90,90,90,90,More than 21
982,3000,Todd Christopher,60,United States,Hair care products,Fashion & Retail,United States,Unknown,TRUE,MALE,,1962,10,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,60,60,60,60,More than 21
982,3000,Stephen Deckoff,57,United States,Private equity,Finance & Investments,United States,Unknown,TRUE,MALE,,1965,11,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,57,55,57,55,More than 21
982,3000,"Ernest Garcia, II.",65,United States,Used cars,Automotive,United States,Unknown,TRUE,MALE,,1957,5,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,65,65,65,65,More than 21
1027,2900,"Roy Carroll, II.",60,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1962,11,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,60,60,60,60,More than 21
1027,2900,John Paul DeJoria,78,United States,"Hair products, tequila",Fashion & Retail,United States,Unknown,TRUE,MALE,,1944,4,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,78,75,78,75,More than 21
1027,2900,Donald Horton & family,73,United States,Homebuilding,Real Estate,United States,Unknown,TRUE,MALE,,1950,3,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,73,70,73,70,More than 21
1027,2900,Haim Saban,78,United States,"TV network, investments",Media & Entertainment,United States,Unknown,TRUE,MALE,,1944,10,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,78,75,78,75,More than 21
1067,2800,Sean Parker,43,United States,Facebook,Technology,United States,Unknown,TRUE,MALE,,1979,12,3,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,43,40,43,40,More than 21
1104,2700,Glenn Dubin,65,United States,Hedge funds,Finance & Investments,United States,Unknown,TRUE,MALE,,1957,4,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,65,65,65,65,More than 21
1104,2700,Vincent McMahon,77,United States,Entertainment,Sports,United States,Unknown,TRUE,MALE,,1945,8,24,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,77,75,77,75,More than 21
1104,2700,Richard Peery,84,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1938,10,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,84,80,84,80,More than 21
1104,2700,Raj Sardana,63,United States,Technology services,Technology,United States,Unknown,TRUE,MALE,,1960,3,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,63,60,63,60,More than 21
1104,2700,Glen Taylor,81,United States,Printing,Service,United States,Unknown,TRUE,MALE,,1941,4,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,81,80,81,80,More than 21
1104,2700,Thomas Tull,52,United States,"Movies, investments",Media & Entertainment,United States,Unknown,TRUE,MALE,,1970,6,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,52,50,52,50,More than 21
1164,2600,Ben Ashkenazy,53,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1969,9,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,53,50,53,50,More than 21
1164,2600,Felix Baker,54,United States,Biotech investing,Finance & Investments,United States,Unknown,TRUE,MALE,,1969,3,29,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,54,50,54,50,More than 21
1164,2600,Julian Baker,56,United States,Investing,Finance & Investments,United States,Unknown,TRUE,MALE,,1966,5,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,56,55,56,55,More than 21
1164,2600,David Baszucki,60,United States,Online games,Media & Entertainment,United States,Unknown,TRUE,MALE,,1963,1,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,60,60,60,60,More than 21
1164,2600,Ray Davis,81,United States,Pipelines,Energy,United States,Unknown,TRUE,MALE,,1941,12,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,81,80,81,80,More than 21
1164,2600,Stewart Horejsi & family,85,United States,Berkshire Hathaway,Finance & Investments,United States,Unknown,TRUE,MALE,,1937,9,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,85,85,85,85,More than 21
1164,2600,C. Dean Metropoulos,76,United States,Investments,Food & Beverage,United States,Unknown,TRUE,MALE,,1946,5,5,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,76,75,76,75,More than 21
1164,2600,Steven Sarowitz,57,United States,Payroll software,Technology,United States,Unknown,TRUE,MALE,,1965,11,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,57,55,57,55,More than 21
1217,2500,Herb Chambers,81,United States,Car dealerships,Automotive,United States,Unknown,TRUE,MALE,,1942,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,81,80,81,80,More than 21
1217,2500,Andrew Cherng,75,United States,Fast food,Food & Beverage,United States,Unknown,TRUE,MALE,,1948,4,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,75,75,75,75,More than 21
1217,2500,Alec Gores,70,United States,Private equity,Finance & Investments,United States,Unknown,TRUE,MALE,,1953,3,18,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,70,70,70,70,More than 21
1217,2500,J. Tomilson Hill,74,United States,Investments,Finance & Investments,United States,Unknown,TRUE,MALE,,1948,5,24,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,74,70,74,70,More than 21
1217,2500,Jay-Z,53,United States,Music,Media & Entertainment,United States,Unknown,TRUE,MALE,,1969,12,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,53,50,53,50,More than 21
1217,2500,Brad Kelley,66,United States,Tobacco,Real Estate,United States,Unknown,TRUE,MALE,,1956,12,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,66,65,66,65,More than 21
1217,2500,Jeff Sutton,63,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1960,1,17,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,63,60,63,60,More than 21
1217,2500,Byron Trott,64,United States,Investments,Finance & Investments,United States,Unknown,TRUE,MALE,,1958,12,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,64,60,64,60,More than 21
1272,2400,Jed McCaleb,48,United States,Cryptocurrency,Finance & Investments,United States,Unknown,TRUE,MALE,,1975,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,48,45,48,45,More than 21
1272,2400,Fatih Ozmen,65,United States,Aerospace,Manufacturing,United States,Unknown,TRUE,MALE,,1958,2,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,65,65,65,65,More than 21
1272,2400,David Walentas,84,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1938,8,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,84,80,84,80,More than 21
1312,2300,John Bicket,43,United States,Sensor systems,Technology,United States,Unknown,TRUE,MALE,,1980,3,20,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,43,40,43,40,More than 21
1312,2300,Sanjit Biswas,41,United States,Sensor systems,Technology,United States,Unknown,TRUE,MALE,,1982,1,12,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,41,40,41,40,More than 21
1312,2300,Timothy Boyle,73,United States,Columbia Sportswear,Fashion & Retail,United States,Unknown,TRUE,MALE,,1949,9,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,73,70,73,70,More than 21
1312,2300,James Duff,62,United States,"Tires, diversified",Diversified,United States,Unknown,TRUE,MALE,,1961,3,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,62,60,62,60,More than 21
1312,2300,Thomas Duff,66,United States,"Tires, diversified",Diversified,United States,Unknown,TRUE,MALE,,1956,12,31,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,66,65,66,65,More than 21
1312,2300,David Murdock,99,United States,"Dole, real estate",Food & Beverage,United States,Unknown,TRUE,MALE,,1923,4,10,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,99,95,99,95,More than 21
1368,2200,Brian Armstrong,40,United States,Cryptocurrency,Finance & Investments,United States,Unknown,TRUE,MALE,,1983,1,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,40,40,40,40,More than 21
1368,2200,Tom Ford,61,United States,Fashion,Fashion & Retail,United States,Unknown,TRUE,MALE,,1961,8,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,61,60,61,60,More than 21
1368,2200,James Jannard,73,United States,Sunglasses,Fashion & Retail,United States,Unknown,TRUE,MALE,,1949,6,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,73,70,73,70,More than 21
1368,2200,Willis Johnson,75,United States,Damaged cars,Automotive,United States,Unknown,TRUE,MALE,,1947,5,26,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,75,75,75,75,More than 21
1368,2200,Chris Larsen,62,United States,Cryptocurrency,Finance & Investments,United States,Unknown,TRUE,MALE,,1960,6,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,62,60,62,60,More than 21
1368,2200,Phillip T. (Terry) Ragon,73,United States,Health IT,Technology,United States,Unknown,TRUE,MALE,,1949,6,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,73,70,73,70,More than 21
1368,2200,Jerry Reinsdorf,87,United States,Sports teams,Sports,United States,Unknown,TRUE,MALE,,1936,2,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,87,85,87,85,More than 21
1368,2200,Chad Richison,52,United States,Payroll processing,Technology,United States,Unknown,TRUE,MALE,,1970,10,10,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,52,50,52,50,More than 21
1368,2200,William Stone,67,United States,Software,Technology,United States,Unknown,TRUE,MALE,,1955,4,9,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1434,2100,Travis Boersma,52,United States,Coffee,Food & Beverage,United States,Unknown,TRUE,MALE,,1971,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,52,50,52,50,More than 21
1434,2100,William Boyd & family,91,United States,"Casinos, banking",Gambling & Casinos,United States,Unknown,TRUE,MALE,,1931,11,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,91,90,91,90,More than 21
1434,2100,Kamal Ghaffarian,64,United States,"Space, energy",Energy,United States,Unknown,TRUE,MALE,,1958,4,28,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,64,60,64,60,More than 21
1434,2100,Jared Isaacman,40,United States,Payment processing,Technology,United States,Unknown,TRUE,MALE,,1983,2,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,40,40,40,40,More than 21
1434,2100,Theodore Leonsis,67,United States,Sports teams,Sports,United States,Unknown,TRUE,MALE,,1956,1,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1434,2100,Daniel Lubetzky,54,United States,Snack bars,Food & Beverage,United States,Unknown,TRUE,MALE,,1968,9,28,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,54,50,54,50,More than 21
1434,2100,Leonid Radvinsky,40,United States,E-commerce,Technology,United States,Unknown,TRUE,MALE,,1982,5,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,40,40,40,40,More than 21
1434,2100,Richard Saghian,41,United States,Fast fashion,Fashion & Retail,United States,Unknown,TRUE,MALE,,1981,8,6,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,41,40,41,40,More than 21
1434,2100,Timothy Springer,75,United States,Biotech,Healthcare,United States,Unknown,TRUE,MALE,,1948,2,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,75,75,75,75,More than 21
1516,2000,William Franke,85,United States,Low-cost airlines,Diversified,United States,Unknown,TRUE,MALE,,1937,4,15,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,85,85,85,85,More than 21
1516,2000,Rajiv Jain,55,United States,Finance,Finance & Investments,United States,Unknown,TRUE,MALE,,1968,1,27,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,55,55,55,55,More than 21
1516,2000,Matthew Prince,48,United States,Cybersecurity,Technology,United States,Unknown,TRUE,MALE,,1975,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,48,45,48,45,More than 21
1516,2000,T. Denny Sanford,87,United States,"Banking, credit cards",Finance & Investments,United States,Unknown,TRUE,MALE,,1935,12,23,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,87,85,87,85,More than 21
1516,2000,William Young,82,United States,Plastics,Manufacturing,United States,Unknown,TRUE,MALE,,1941,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,82,80,82,80,More than 21
1575,1900,David Blitzer,53,United States,Sports,Sports,United States,Unknown,TRUE,MALE,,1969,9,7,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,53,50,53,50,More than 21
1575,1900,Richard Kayne,77,United States,Investments,Finance & Investments,United States,Unknown,TRUE,MALE,,1946,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,77,75,77,75,More than 21
1575,1900,David Lichtenstein,61,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1961,11,21,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,61,60,61,60,More than 21
1575,1900,Dwight Schar,81,United States,"Homebuilding, NFL team",Construction & Engineering,United States,Unknown,TRUE,MALE,,1942,2,8,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,81,80,81,80,More than 21
1647,1800,Leslie Alexander,79,United States,Sports team,Sports,United States,Unknown,TRUE,MALE,,1943,6,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,79,75,79,75,More than 21
1647,1800,O. Francis Biondi,58,United States,Hedge funds,Finance & Investments,United States,Unknown,TRUE,MALE,,1964,7,4,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,58,55,58,55,More than 21
1647,1800,Parker Conrad,42,United States,Software,Technology,United States,Unknown,TRUE,MALE,,1980,4,13,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,42,40,42,40,More than 21
1647,1800,Robert Duggan,78,United States,Pharmaceuticals,Healthcare,United States,Unknown,TRUE,MALE,,1944,4,28,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,78,75,78,75,More than 21
1647,1800,Phillip Frost,86,United States,Pharmaceuticals,Healthcare,United States,Unknown,TRUE,MALE,,1936,11,11,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,86,85,86,85,More than 21
1647,1800,George Kurtz,52,United States,Security software,Technology,United States,Unknown,TRUE,MALE,,1970,10,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,52,50,52,50,More than 21
1647,1800,Joe Lacob,67,United States,Golden State Warriors,Sports,United States,Unknown,TRUE,MALE,,1956,1,10,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1647,1800,Joe Lau,33,United States,"Blockchain, technology",Technology,United States,Unknown,TRUE,MALE,,1989,7,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,33,30,33,30,More than 21
1647,1800,Gary Michelson,74,United States,Medical patents,Healthcare,United States,Unknown,TRUE,MALE,,1949,1,14,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,74,70,74,70,More than 21
1647,1800,Ronald Perelman,80,United States,Leveraged buyouts,Finance & Investments,United States,Unknown,TRUE,MALE,,1943,1,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,80,80,80,80,More than 21
1647,1800,Alan Trefler,67,United States,Software,Technology,United States,Unknown,TRUE,MALE,,1956,3,10,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1647,1800,Riaz Valani,46,United States,E-cigarettes,Finance & Investments,United States,Unknown,TRUE,MALE,,1976,9,1,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,46,45,46,45,More than 21
1647,1800,Nikil Viswanathan,35,United States,Blockchain technology,Technology,United States,Unknown,TRUE,MALE,,1987,10,16,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,35,35,35,35,More than 21
1647,1800,Todd Wagner,62,United States,Online media,Media & Entertainment,United States,Unknown,TRUE,MALE,,1960,8,2,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,62,60,62,60,More than 21
1725,1700,Carl DeSantis,83,United States,Energy drink,Food & Beverage,United States,Unknown,TRUE,MALE,,1939,7,19,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,83,80,83,80,More than 21
1725,1700,Keith Dunleavy & family,53,United States,Health IT,Healthcare,United States,Unknown,TRUE,MALE,,1969,6,25,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,53,50,53,50,More than 21
1725,1700,Mario Gabelli,81,United States,Money management,Finance & Investments,United States,Unknown,TRUE,MALE,,1942,3,31,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,81,80,81,80,More than 21
1725,1700,John Goff,67,United States,Real estate,Real Estate,United States,Unknown,TRUE,MALE,,1955,8,26,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,67,65,67,65,More than 21
1725,1700,James Leininger,78,United States,Medical products,Healthcare,United States,Unknown,TRUE,MALE,,1945,3,30,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,78,75,78,75,More than 21
1725,1700,Jimmy John Liautaud,59,United States,Sandwich chain,Food & Beverage,United States,Unknown,TRUE,MALE,,1964,1,12,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,59,55,59,55,More than 21
1725,1700,Duncan MacMillan,85,United States,Bloomberg LP,Finance & Investments,United States,Unknown,TRUE,MALE,,1937,12,17,117.24,7.5,2.14277E+13,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,85,85,85,85,More than 21
